,書籍名稱,作者,劇情簡介,分類
141,女帝傳奇：鳳在九天之外(下),襲爾,她頂著女帝之女之名，號令天下，纖纖弱女傾城絕色，滿腹詭計，江湖第一高手冥王以命相互，一國之君為她交付江山，她想十七年的苟且偷生，足以。,言情 輕小說
142,女帝傳奇：鳳在九天之外(全),襲爾,她頂著女帝之女之名，號令天下，纖纖弱女傾城絕色，滿腹詭計，江湖第一高手冥王以命相互，一國之君為她交付江山，她想十七年的苟且偷生，足以。,言情 輕小說
143,權謀天下之為後(上),非瑜,一朝重生，她棄了榮華與富貴，生來呆滯，她被親生父親視為災星，母親早亡，她只待笈䈂之年便可踏出家族的牢籠，怎奈姊妹橫刀奪愛，斷了她命中良人，巇險之世，步步驚心，究竟她該何去何從....“如果命運，從不曾淡薄，我又何來醜戲一生。”,言情 輕小說
144,權謀天下之為後(下),非瑜,一朝重生，她棄了榮華與富貴，生來呆滯，她被親生父親視為災星，母親早亡，她只待笈䈂之年便可踏出家族的牢籠，怎奈姊妹橫刀奪愛，斷了她命中良人，巇險之世，步步驚心，究竟她該何去何從....“如果命運，從不曾淡薄，我又何來醜戲一生。”,言情 輕小說
145,權謀天下之為後(全),非瑜,一朝重生，她棄了榮華與富貴，生來呆滯，她被親生父親視為災星，母親早亡，她只待笈䈂之年便可踏出家族的牢籠，怎奈姊妹橫刀奪愛，斷了她命中良人，巇險之世，步步驚心，究竟她該何去何從....“如果命運，從不曾淡薄，我又何來醜戲一生。”,言情 輕小說
146,替嫁嬌妻：霸道總裁寵上天(上),西城的西,為家族企業，她替妹妹嫁給一個殘廢，婚後竟發現……,言情 輕小說
147,替嫁嬌妻：霸道總裁寵上天(下),西城的西,為家族企業，她替妹妹嫁給一個殘廢，婚後竟發現……,言情 輕小說
148,替嫁嬌妻：霸道總裁寵上天(全),西城的西,為家族企業，她替妹妹嫁給一個殘廢，婚後竟發現……,言情 輕小說
149,豪門棄婦：請再愛我一次(上),紫玫瑰,“你害死了我最愛的女人，還想取代她的位置？”男人咬牙切齒地怒吼！林佩佩被母親設計，不得不嫁給這個男人，可他一邊恨她，折磨她，一邊又關心她，忽冷忽熱讓她身陷情網不能自拔！而這時那個死去的女人竟忽然出現，還懷上了他的孩子！？,言情 輕小說
150,豪門棄婦：請再愛我一次(下),紫玫瑰,“你害死了我最愛的女人，還想取代她的位置？”男人咬牙切齒地怒吼！林佩佩被母親設計，不得不嫁給這個男人，可他一邊恨她，折磨她，一邊又關心她，忽冷忽熱讓她身陷情網不能自拔！而這時那個死去的女人竟忽然出現，還懷上了他的孩子！？,言情 輕小說
151,豪門棄婦：請再愛我一次(全),紫玫瑰,“你害死了我最愛的女人，還想取代她的位置？”男人咬牙切齒地怒吼！林佩佩被母親設計，不得不嫁給這個男人，可他一邊恨她，折磨她，一邊又關心她，忽冷忽熱讓她身陷情網不能自拔！而這時那個死去的女人竟忽然出現，還懷上了他的孩子！？,言情 輕小說
152,盛世凝云（一）,漪微,得寵，需要取悅皇上一個人，而想要活下去，可是要看鬥不鬥得過六宮中的每一個女人。路凝云，相府千金出身，從十四歲進宮之後就受到皇帝龍胤的寵信，沒幾年就被冊封為位次極高的昭容。她除了相貌傾國傾城，還心思縝密、冰雪聰明，才能在善妒的皇后手底下生存，在複雜的六宮中享盡榮寵。對龍胤這個天子丈夫，凝云以為自己是只有敬佩之情，再無其他；卻在某一天，知曉了他心裡最深的痛處之後，她才恍然，原來自己早在日夜相伴中，愛上了這位夫君──儘管他妻妾無數，儘管他心中已有了別人，她仍是愛上了他。此時，四個性格迥異的花樣女子走入了宮闈。凝云一方面要維持自己在皇帝心目中的地位，一方面要打探這些「新歡」的底細。而當這四個女子各自背後的祕密接踵而至，後宮妃嬪間的爭寵鬥豔愈發激烈，甚至將情勢引向了出人意料的方向……,言情 輕小說
153,盛世凝云（二）,漪微,宮鬥或許凶險，卻從不如戰場上刀光劍影，血流成河般的光明正大。在後宮這個脂粉和美貌統治的地方，一蹙眉，一啟唇，依依裙襬的一揚，纖纖玉指的一點，人命便在轉眼之中灰飛煙滅，乾淨的不剩一絲痕跡……凝云身為後宮中最得寵的妃嬪，不管明的暗的，遭受的設計與陷害絕不會少。因著重重誤會，龍胤轉開了曾經對她溫柔凝視的雙眸，冷漠相待。凝云很清楚，這一切誤解都是佳貴嬪一手編織、是皇后在落井下石，可她心中最怨、最恨的，還是這一切的始作俑者──那個坐擁天下、享盡溫柔的男人。那個男人，曾經那樣深情地凝視著她、擁抱著她，卻也曾經為了蘭才人而誤解她，為了佳貴嬪而惱火她。還有懷欣皇后，他想之而不可得，永遠放在心裡的女子……　原來在他心中，她是比不上她們任何一個的。　　長久以來，她不知道自己作著一個夢，也從未傷心過。然而當這個夢忽然變成了噩夢，她才痛苦地意識到，她是一直夢著的。四年的時間已經夠久了，美夢也好，噩夢也罷，她都不要再繼續下去了。六宮外的天空是如此寬廣，這一刻，她嚮往著自由……,言情 輕小說
154,盛世凝云（三）,漪微,他的愛，卻總是帶來她的痛。　 究竟是為什麼呢？彼此心中分明是愛，為什麼終究是互相傷害？ 凝云和皇帝龍胤嘔氣離宮出走，來到了風景秀麗的蘇州，見識了設計巧妙的眾生殿，遇見了情意萬千、丰采出色的成旭淵，可那些離宮之時鐵了心要放下的事，仍是日日念著；而那發了誓不想的人，仍是日日地想著。 終於，她盼了日日夜夜的那個男人真的來了，拋下他的社稷江山，只為尋她而來。 他對她，是有愛的。然而，他的愛已是全部了嗎？他對懷欣皇后的思念仍在臉上、在心裡，她如何能釋懷？　 可她，就算不能釋懷，對他的愛，從不曾稍減半分。　 只是，朝廷中、六宮中，豈會有一天安寧之日？如此多的戾氣和陰暗，並不是真情可以生存的地方。她怕無論自己再如何堅強，仍抵不過身為後妃的宿命。 更何況，她和成旭淵還有那「一生一世」之約。既然這是她自己選擇的路，便只能無悔地走下去，心中願著一個好的結局……,言情 輕小說
155,盛世凝云（四）,漪微,凝云跟著龍胤回到了宮中，要面臨的，卻是愈發詭譎的後宮情勢。　 在蘇州時，她是龍胤的唯一；可回到宮中，她只是百計爭寵的一個尋常妃子而已。 後宮之中，每每是無風便可起浪的，何況如今有人存心要掀翻一切。　 一夕之間，後宮之中，風雲突變。珍兒重生舊病，凝云則遭到軟禁，皇后和史佳妃下手之快、下手之凌厲，宮中已是人心惶惶。 皇后也好，史佳妃也罷，凝云向來有自信能與之分庭抗禮，甚而反將一軍；唯有珍兒，她毫無把握，因為，她看不清龍胤的心。　 為了保住自己，凝云只有將龍胤最愛的珍兒推至風口浪尖，怎知珍兒受了太大的刺激竟徹底崩潰，更遺忘了和龍胤有關的記憶。 後宮中唯一能和她爭寵的女人落得如此下場，凝云應該再無所憂慮，從此，龍胤便是她的，過去，現在，將來，都是她的。　 可是……珍兒已死過了一次，如今，難道要她再殺死她一次嗎？　 於是，凝云忍下了公主的怒罵，忍下了太皇太后毫不留情的逼迫，忍下了龍胤冷冷的責備，一切的一切，只為救珍兒，救那個從此要龍胤保護的人……,言情 輕小說
156,慾望國度,嬉春,,言情 輕小說
157,離,潘國靈,"生命中的人離離合合天堂的光瞥過，深淵的黑浸過香港小說家潘國靈跨越十年的瀝血之作以書寫所銘刻的「後」浮城記 潘國靈：在這些小說篇章累積的十餘年期間，生命中的人離離合合，天堂的光瞥過深淵的黑浸過，有人曾說我是不老的潘彼得，但我終究還是由一個朗月高歌的青年，慢慢地變成一個沉默暗啞的中年。小說寫的不是作者自己，但從小說中，或者也可觀照到一點作者生命遞變的痕跡。 《離》收入的十多篇小說，橫跨2007年至2020年，在這期間，香港社會發生許多變化，時代的氛圍、以至具體社會事件銘刻其中，從雨傘運動乃至後雨傘情狀。他人、城市、時代元素外，潘國靈也始終重視小說個人或私密性的一面，小說總是事實與虛構、個人與集體的緊密編織，游離其間，實踐創作可能，也反思存在的本相。 潘國靈的書寫面向，從奇幻、紀實、歷史、愛情……，到地方誌、荒誕、黑色幽默、哲學……等不一而足，好些篇章更有幽靈鬼魅暗晃，重象分身、剩餘物處處，與其說是時代之所然，不如說是小說家對世界的陰陽觀照，和自身靈魂深處的召喚。 「離」，既是母體也是心情，既有社會寄寓，也有情感之分崩離析，讀之令人細味，自有體會。",文學
158,光影北歐：跟著電影去旅行,黃作炎,"影癡必備的北歐旅遊指南讓歐遊達人帶你進入電影大師的視界 享譽全球的導演英格瑪柏格曼、拉斯馮提爾、洛伊安德森、他們如何在鏡頭的運轉中，呈現不一樣的北歐？擅長在旅行導讀中代入電影的黃作炎，以他的生花妙筆帶領我們進入北歐導演的視界，巡禮北歐的景觀、感受人文氣息，讓讀者不用出門也能沉浸在北國的藝術氛圍裡。 人口兩千七百萬的北歐並不算大，卻是世界公認最發達的地區。享譽世界的導演英格瑪柏格曼、鬼才拉斯馮提爾、怪才洛伊安德森，皆是出自北歐。在這些導演的鏡頭下，觀眾也得以認識到北歐社會的複雜性與不完美，而不只是先進美好的那一面。 本書也深度剖析赫爾辛基、哥本哈根、奧斯陸、斯德哥爾摩各大城市，著重文化廣度與歷史深度。網羅北歐各國的美食、住宿、交通、流行娛樂，將世界級自然美景與古城遺跡盡收眼底。 好評推薦 《光影北歐》帶著觀眾去到這個電影藝術發生的源頭，看到極光、看到教堂、看到冰天雪地的曠野……看到人們失常的精神狀態、看到萬物在叢林中的吶喊，也看到隨著時間的變遷帶來對生命的讚頌，不同的導演為他成長及孕育藝術生命的環境。──黃玉珊（玄奘大學傳播學院院長） 「僅僅活著是不夠的，生活需要想像，還有用筆寫出我生活沒有的事。」我相當喜歡安徒生說的這句話……一如作炎的人生，電影旅行，精采而幸福。──李三財（就諦學堂創辦人） 這本書結合了旅遊和電影文字，從丹麥的歷史地景敘述開始，彷彿一系列漂亮的風景明信片，然後，漸漸地進入北歐電影的世界。──但唐謨（知名影評人）",文學
